sku,brand,model_name,target_segment,cpu_model,cinebench_r23_score,gpu_model,threedmark_score,is_gpu_integrated,ram_gb,ram_generation,storage_gb,storage_type,display_size_inches,weight_kg,min_discount_price_inr,avg_normal_price_inr,max_mrp_price_inr,max_discount_percentage,current_price_inr,rating
SKU-MSI-0503,MSI,Creator 16 AI Studio A1VHG i9 RTX 4080 OLED,Creator,Intel Core Ultra 9 185H,18200,NVIDIA GeForce RTX 4080,18500,False,32,DDR5,2048,SSD,16.0,1.99,281591,319990,377588,25.4,319990,4.6
SKU-SAMSUNG-0465,SAMSUNG,Galaxy Book4 Pro 360 OLED Core Ultra 7 2-in-1,Creator,Intel Core Ultra 7 155H,14800,Intel Arc Graphics,3800,True,16,DDR5,512,SSD,16.0,1.66,87991,99990,117988,25.4,99990,4.6
SKU-SAMSUNG-0466,SAMSUNG,Galaxy Book4 Ultra Core Ultra 9 RTX 4070 OLED,Creator,Intel Core Ultra 9 185H,18200,NVIDIA GeForce RTX 4070,13200,False,32,DDR5,1024,SSD,16.0,1.86,193591,219990,259588,25.4,219990,4.6
SKU-SAMSUNG-0467,SAMSUNG,Galaxy Book4 Pro 14 OLED Core Ultra 7,Creator,Intel Core Ultra 7 155H,14800,Intel Arc Graphics,3800,True,16,DDR5,512,SSD,14.0,1.23,87991,99990,117988,25.4,99990,4.6
SKU-SAMSUNG-0468,SAMSUNG,Galaxy Book3 Pro 360 OLED Core i7 13th Gen,Creator,13th Gen Intel Core i7 1360P,12800,Intel Iris Xe Graphics,1800,True,16,DDR5,512,SSD,16.0,1.66,131991,149990,176988,25.4,149990,4.6
SKU-ACER-0915,ACER,Swift Go 14 OLED SFG14-73 Core Ultra 7,Creator,Intel Core Ultra 7 155H,14800,Intel Arc Graphics,3800,True,16,DDR5,1024,SSD,14.0,1.32,87991,99990,117988,25.4,99990,4.6
SKU-ACER-0916,ACER,Swift X 14 SFX14-71G Core i7 13th Gen RTX 4050,Creator,13th Gen Intel Core i7 13700H,17800,NVIDIA GeForce RTX 4050,8400,False,16,DDR5,1024,SSD,14.0,1.55,74791,84990,100288,25.4,84990,4.6
SKU-ASUS-0935,ASUS,Zenbook 14 OLED UX3405MA Core Ultra 7,Creator,Intel Core Ultra 7 155H,14800,Intel Arc Graphics,3800,True,16,DDR5,1024,SSD,14.0,1.2,87991,99990,117988,25.4,99990,4.6
SKU-ASUS-0936,ASUS,Vivobook Pro 15 OLED N6506MU Core Ultra 9 RTX 4050,Creator,Intel Core Ultra 9 185H,18200,NVIDIA GeForce RTX 4050,8400,False,16,DDR5,1024,SSD,15.6,1.8,158391,179990,212388,25.4,179990,4.6
SKU-LENOVO-0511,LENOVO,Yoga Slim 6 14IRP8 OLED Core i8 13th Gen,Creator,13th Gen Intel Core i7 1360P,12800,Intel Iris Xe Graphics,1800,True,16,DDR5,512,SSD,14.0,1.35,74791,84990,100288,25.4,84990,4.6
SKU-HP-0927,HP,Envy 14 eb0021TX Core i7 11th Gen GTX 1650 Ti,Creator,11th Gen Intel Core i7 11370H,9200,NVIDIA GeForce GTX 1650 Ti,3600,False,16,DDR5,1024,SSD,14.0,1.49,87991,99990,117988,25.4,99990,4.6
SKU-DELL-0503,DELL,Inspiron 16 5630 Core i7 13th Gen 2.5K,Creator,13th Gen Intel Core i7 1360P,12800,Intel Iris Xe Graphics,1800,True,16,DDR5,512,SSD,16.0,1.85,79191,89990,106188,25.4,89990,4.6
SKU-MSI-0504,MSI,Prestige 13 AI Evo A1MG Core Ultra 7 OLED,Creator,Intel Core Ultra 7 155H,14800,Intel Arc Graphics,3800,True,32,DDR5,1024,SSD,13.3,0.99,118791,134990,159288,25.4,134990,4.6
SKU-APPLE-0492,APPLE,MacBook Air 15 M2 16GB RAM 512GB SSD,Creator,Apple M2 8-core CPU,9900,Apple M2 10-core GPU,4200,True,16,DDR5,512,SSD,15.3,1.51,87912,99900,117882,25.4,99900,4.6
SKU-APPLE-0493,APPLE,MacBook Pro 14 M3 16GB RAM 1TB SSD,Creator,Apple M3 8-core CPU,11800,Apple M3 10-core GPU,4800,True,16,DDR5,1024,SSD,14.2,1.55,101112,114900,135582,25.4,114900,4.6
SKU-ASUS-0937,ASUS,Zenbook Duo 2024 UX8406MA Dual OLED Core Ultra 9,Creator,Intel Core Ultra 9 185H,18200,Intel Arc Graphics,4000,True,32,DDR5,1024,SSD,14.0,1.65,158391,179990,212388,25.4,179990,4.6
SKU-LENOVO-0512,LENOVO,Yoga Pro 7 14AHP9 Ryzen 7 8845HS OLED,Creator,AMD Ryzen 7 8845HS,16500,AMD Radeon 780M Graphics,3200,False,16,DDR5,1024,SSD,14.5,1.49,87991,99990,117988,25.4,99990,4.6
SKU-HP-0928,HP,OmniBook X 14 Copilot+ PC Snapdragon X Elite,Creator,Snapdragon X Elite X1E-78-100,14500,Qualcomm Adreno GPU,3400,True,16,DDR5,1024,SSD,14.0,1.34,123191,139990,165188,25.4,139990,4.6
SKU-DELL-0504,DELL,XPS 13 9340 Intel Core Ultra 7 OLED,Creator,Intel Core Ultra 7 155H,14800,Intel Arc Graphics,3800,True,16,DDR5,512,SSD,13.4,1.19,87991,99990,117988,25.4,99990,4.6
SKU-MSI-0505,MSI,Modern 15 H C13M Core i9 13th Gen,Creator,13th Gen Intel Core i9 13900H,18200,Intel Iris Xe Graphics,1800,True,16,DDR5,1024,SSD,15.6,1.7,70391,79990,94388,25.4,79990,4.6
SKU-ACER-0917,ACER,Swift 14 AI Copilot+ PC Snapdragon X Plus,Creator,Snapdragon X Plus X1P-64-100,12500,Qualcomm Adreno GPU,2800,True,16,DDR5,1024,SSD,14.5,1.36,87991,99990,117988,25.4,99990,4.6
